"time","well","OD600","G","R","column","dilution","species","condition"
10.0000236111111,"A4",0.275,5357,16878,4,"10^-4","Pp","Pp 10^-4"
10.0000236111111,"A5",0.2244,5142,16948,5,"10^-5","Pp","Pp 10^-5"
10.0000236111111,"A6",0.2201,5083,16570,6,"10^-6","Pp","Pp 10^-6"
10.0000236111111,"A7",0.2942,4909,18570,7,"10^-2","Bs","Bs 10^-2"
10.0000236111111,"A8",0.3877,4700,21330,8,"10^-3","Bs","Bs 10^-3"
10.0000236111111,"A9",0.2418,5053,16870,9,"10^-4","Bs","Bs 10^-4"
10.0000236111111,"A10",0.2268,5157,16849,10,"10^-5","Bs","Bs 10^-5"
10.0000236111111,"A11",0.2241,5139,16843,11,"10^-6","Bs","Bs 10^-6"
10.0000236111111,"A12",0.2227,5171,16810,12,"10^-7","Bs","Bs 10^-7"
10.0000236111111,"B1",1.4293,15926,14615,1,"10^-1","Pp","Pp 10^-1"
10.0000236111111,"B2",0.8176,7468,16926,2,"10^-2","Pp","Pp 10^-2"
10.0000236111111,"B3",0.4095,5585,16646,3,"10^-3","Pp","Pp 10^-3"
10.0000236111111,"B4",0.3317,5384,16962,4,"10^-4","Pp","Pp 10^-4"
10.0000236111111,"B5",0.2763,5176,16740,5,"10^-5","Pp","Pp 10^-5"
10.0000236111111,"B6",0.2262,5132,16768,6,"10^-6","Pp","Pp 10^-6"
10.0000236111111,"B7",0.3139,4994,18617,7,"10^-2","Bs","Bs 10^-2"
10.0000236111111,"B8",0.3793,4759,21364,8,"10^-3","Bs","Bs 10^-3"
10.0000236111111,"B9",0.2502,5093,17123,9,"10^-4","Bs","Bs 10^-4"
10.0000236111111,"B10",0.2279,5117,16693,10,"10^-5","Bs","Bs 10^-5"
10.0000236111111,"B11",0.2266,5134,16812,11,"10^-6","Bs","Bs 10^-6"
10.0000236111111,"B12",0.2237,5179,16947,12,"10^-7","Bs","Bs 10^-7"
10.0000236111111,"C1",1.4063,14366,14794,1,"10^-1","Pp","Pp 10^-1"
10.0000236111111,"C2",0.8173,7555,16788,2,"10^-2","Pp","Pp 10^-2"
10.0000236111111,"C3",0.4323,5541,16536,3,"10^-3","Pp","Pp 10^-3"
10.0000236111111,"C4",0.3057,5409,16859,4,"10^-4","Pp","Pp 10^-4"
10.0000236111111,"C5",0.2755,5184,16975,5,"10^-5","Pp","Pp 10^-5"
10.0000236111111,"C6",0.272,5174,16825,6,"10^-6","Pp","Pp 10^-6"
10.0000236111111,"C7",0.3189,5042,18471,7,"10^-2","Bs","Bs 10^-2"
10.0000236111111,"C8",0.3456,4821,20483,8,"10^-3","Bs","Bs 10^-3"
10.0000236111111,"C9",0.2482,5054,17023,9,"10^-4","Bs","Bs 10^-4"
10.0000236111111,"C10",0.2314,5136,16829,10,"10^-5","Bs","Bs 10^-5"
10.0000236111111,"C11",0.2315,5150,16841,11,"10^-6","Bs","Bs 10^-6"
10.0000236111111,"C12",0.2246,5116,16841,12,"10^-7","Bs","Bs 10^-7"
10.0000236111111,"D1",1.3896,14420,14689,1,"10^-1","Pp","Pp 10^-1"
10.0000236111111,"D2",0.8016,7348,16942,2,"10^-2","Pp","Pp 10^-2"
10.0000236111111,"D3",0.4289,5593,16674,3,"10^-3","Pp","Pp 10^-3"
10.0000236111111,"D4",0.4077,5342,16619,4,"10^-4","Pp","Pp 10^-4"
10.0000236111111,"D5",0.2669,5198,16901,5,"10^-5","Pp","Pp 10^-5"
10.0000236111111,"D6",0.2915,5157,16924,6,"10^-6","Pp","Pp 10^-6"
10.0000236111111,"D7",0.4285,4332,16663,7,"10^-2","Bs","Bs 10^-2"
10.0000236111111,"D8",0.3424,4843,20319,8,"10^-3","Bs","Bs 10^-3"
10.0000236111111,"D9",0.2466,5076,17068,9,"10^-4","Bs","Bs 10^-4"
10.0000236111111,"D10",0.227,5167,16732,10,"10^-5","Bs","Bs 10^-5"
10.0000236111111,"D11",0.2235,5135,16781,11,"10^-6","Bs","Bs 10^-6"
10.0000236111111,"D12",0.2239,5142,16854,12,"10^-7","Bs","Bs 10^-7"
10.0000236111111,"E1",1.436,17091,14504,1,"10^-1","Pp","Pp 10^-1"
10.0000236111111,"E2",0.7806,7332,16735,2,"10^-2","Pp","Pp 10^-2"
10.0000236111111,"E3",0.4338,5627,16586,3,"10^-3","Pp","Pp 10^-3"
10.0000236111111,"E4",0.3283,5348,16851,4,"10^-4","Pp","Pp 10^-4"
10.0000236111111,"E5",0.3031,4980,16315,5,"10^-5","Pp","Pp 10^-5"
10.0000236111111,"E6",0.2754,5189,16943,6,"10^-6","Pp","Pp 10^-6"
10.0000236111111,"E7",0.3279,5059,18651,7,"10^-2","Bs","Bs 10^-2"
10.0000236111111,"E8",0.3826,4689,20679,8,"10^-3","Bs","Bs 10^-3"
10.0000236111111,"E9",0.3879,4394,14916,9,"10^-4","Bs","Bs 10^-4"
10.0000236111111,"E10",0.4888,3650,12415,10,"10^-5","Bs","Bs 10^-5"
10.0000236111111,"E11",0.2307,5114,16504,11,"10^-6","Bs","Bs 10^-6"
10.0000236111111,"E12",0.2248,5136,16669,12,"10^-7","Bs","Bs 10^-7"
10.0000236111111,"F1",1.4478,15812,14200,1,"10^-1","Pp","Pp 10^-1"
10.0000236111111,"F2",0.817,7479,16652,2,"10^-2","Pp","Pp 10^-2"
10.0000236111111,"F3",0.4245,5595,16557,3,"10^-3","Pp","Pp 10^-3"
10.0000236111111,"F4",0.3579,5301,16783,4,"10^-4","Pp","Pp 10^-4"
10.0000236111111,"F5",0.2852,5159,16740,5,"10^-5","Pp","Pp 10^-5"
10.0000236111111,"F6",0.2812,5119,16641,6,"10^-6","Pp","Pp 10^-6"
10.0000236111111,"F7",0.3598,4937,18206,7,"10^-2","Bs","Bs 10^-2"
10.0000236111111,"F8",0.3587,4822,20418,8,"10^-3","Bs","Bs 10^-3"
10.0000236111111,"F9",0.2583,4991,16744,9,"10^-4","Bs","Bs 10^-4"
10.0000236111111,"F10",0.4022,4085,13690,10,"10^-5","Bs","Bs 10^-5"
10.0000236111111,"F11",0.5523,3445,11682,11,"10^-6","Bs","Bs 10^-6"
10.0000236111111,"F12",0.2254,5100,16874,12,"10^-7","Bs","Bs 10^-7"
10.0000236111111,"G1",1.3522,14517,14824,1,"10^-1","Pp","Pp 10^-1"
10.0000236111111,"G2",0.7974,7493,16744,2,"10^-2","Pp","Pp 10^-2"
10.0000236111111,"G3",0.3976,5627,16559,3,"10^-3","Pp","Pp 10^-3"
10.0000236111111,"G4",0.2869,5276,16826,4,"10^-4","Pp","Pp 10^-4"
10.0000236111111,"G5",0.2738,5126,16651,5,"10^-5","Pp","Pp 10^-5"
10.0000236111111,"G6",0.2497,5109,16842,6,"10^-6","Pp","Pp 10^-6"
10.0000236111111,"G7",0.3016,4843,18117,7,"10^-2","Bs","Bs 10^-2"
10.0000236111111,"G8",0.3684,4746,21384,8,"10^-3","Bs","Bs 10^-3"
10.0000236111111,"G9",0.2461,5020,17017,9,"10^-4","Bs","Bs 10^-4"
10.0000236111111,"G10",0.2276,5055,16680,10,"10^-5","Bs","Bs 10^-5"
10.0000236111111,"G11",0.223,5069,16701,11,"10^-6","Bs","Bs 10^-6"
10.0000236111111,"G12",0.2235,5057,16721,12,"10^-7","Bs","Bs 10^-7"
10.0000236111111,"H1",1.3008,13901,15097,1,"10^-1","Pp","Pp 10^-1"
10.0000236111111,"H2",0.7446,7642,16782,2,"10^-2","Pp","Pp 10^-2"
10.0000236111111,"H3",0.3392,5648,16506,3,"10^-3","Pp","Pp 10^-3"
10.0000236111111,"H4",0.2477,5230,16809,4,"10^-4","Pp","Pp 10^-4"
10.0000236111111,"H5",0.2213,5065,16655,5,"10^-5","Pp","Pp 10^-5"
10.0000236111111,"H6",0.2253,5088,16939,6,"10^-6","Pp","Pp 10^-6"
10.0000236111111,"H7",0.3122,4928,18338,7,"10^-2","Bs","Bs 10^-2"
10.0000236111111,"H8",0.4124,4716,21941,8,"10^-3","Bs","Bs 10^-3"
10.0000236111111,"H9",0.2407,5028,16913,9,"10^-4","Bs","Bs 10^-4"
10.0000236111111,"H10",0.222,5032,16723,10,"10^-5","Bs","Bs 10^-5"
10.0000236111111,"H11",0.222,5047,16545,11,"10^-6","Bs","Bs 10^-6"
10.0000236111111,"H12",0.2223,5048,16699,12,"10^-7","Bs","Bs 10^-7"
11.0000255555556,"A1",1.428,16836,14675,1,"10^-1","Pp","Pp 10^-1"
11.0000255555556,"A2",1.1326,10440,15651,2,"10^-2","Pp","Pp 10^-2"
11.0000255555556,"A3",0.4645,6112,16679,3,"10^-3","Pp","Pp 10^-3"
11.0000255555556,"A4",0.2708,5378,16766,4,"10^-4","Pp","Pp 10^-4"
11.0000255555556,"A5",0.2255,5216,16903,5,"10^-5","Pp","Pp 10^-5"
11.0000255555556,"A6",0.2197,5131,16661,6,"10^-6","Pp","Pp 10^-6"
11.0000255555556,"A7",0.3121,4998,19058,7,"10^-2","Bs","Bs 10^-2"
11.0000255555556,"A8",0.4205,4730,21905,8,"10^-3","Bs","Bs 10^-3"
11.0000255555556,"A9",0.2565,5082,17334,9,"10^-4","Bs","Bs 10^-4"
11.0000255555556,"A10",0.2275,5135,16713,10,"10^-5","Bs","Bs 10^-5"
11.0000255555556,"A11",0.2242,5150,17011,11,"10^-6","Bs","Bs 10^-6"
11.0000255555556,"A12",0.2237,5193,16977,12,"10^-7","Bs","Bs 10^-7"
11.0000255555556,"B1",1.4703,16381,14940,1,"10^-1","Pp","Pp 10^-1"
11.0000255555556,"B2",1.0457,8428,16759,2,"10^-2","Pp","Pp 10^-2"
11.0000255555556,"B3",0.5386,6119,16820,3,"10^-3","Pp","Pp 10^-3"
11.0000255555556,"B4",0.3376,5417,16823,4,"10^-4","Pp","Pp 10^-4"
11.0000255555556,"B5",0.283,5162,16707,5,"10^-5","Pp","Pp 10^-5"
11.0000255555556,"B6",0.2273,5179,16678,6,"10^-6","Pp","Pp 10^-6"
11.0000255555556,"B7",0.3209,4974,18912,7,"10^-2","Bs","Bs 10^-2"
11.0000255555556,"B8",0.4003,4813,22101,8,"10^-3","Bs","Bs 10^-3"
11.0000255555556,"B9",0.2662,5116,17394,9,"10^-4","Bs","Bs 10^-4"
11.0000255555556,"B10",0.2286,5111,16820,10,"10^-5","Bs","Bs 10^-5"
11.0000255555556,"B11",0.2268,5189,16867,11,"10^-6","Bs","Bs 10^-6"
11.0000255555556,"B12",0.2238,5169,16764,12,"10^-7","Bs","Bs 10^-7"
11.0000255555556,"C1",1.4877,15346,14827,1,"10^-1","Pp","Pp 10^-1"
11.0000255555556,"C2",1.1071,9395,16218,2,"10^-2","Pp","Pp 10^-2"
11.0000255555556,"C3",0.5513,6035,16660,3,"10^-3","Pp","Pp 10^-3"
11.0000255555556,"C4",0.3105,5446,16941,4,"10^-4","Pp","Pp 10^-4"
11.0000255555556,"C5",0.2837,5230,16780,5,"10^-5","Pp","Pp 10^-5"
11.0000255555556,"C6",0.2784,5144,16936,6,"10^-6","Pp","Pp 10^-6"
11.0000255555556,"C7",0.3236,4988,18918,7,"10^-2","Bs","Bs 10^-2"
11.0000255555556,"C8",0.3653,4803,21233,8,"10^-3","Bs","Bs 10^-3"
11.0000255555556,"C9",0.2682,5049,17342,9,"10^-4","Bs","Bs 10^-4"
11.0000255555556,"C10",0.2325,5177,16925,10,"10^-5","Bs","Bs 10^-5"
11.0000255555556,"C11",0.2313,5135,16790,11,"10^-6","Bs","Bs 10^-6"
11.0000255555556,"C12",0.2248,5178,16857,12,"10^-7","Bs","Bs 10^-7"
11.0000255555556,"D1",1.4752,16066,14749,1,"10^-1","Pp","Pp 10^-1"
11.0000255555556,"D2",1.1376,9491,16322,2,"10^-2","Pp","Pp 10^-2"
11.0000255555556,"D3",0.5542,6070,16686,3,"10^-3","Pp","Pp 10^-3"
11.0000255555556,"D4",0.4174,5300,16616,4,"10^-4","Pp","Pp 10^-4"
11.0000255555556,"D5",0.2681,5169,16862,5,"10^-5","Pp","Pp 10^-5"
11.0000255555556,"D6",0.2979,5209,16847,6,"10^-6","Pp","Pp 10^-6"
11.0000255555556,"D7",0.4241,4318,17005,7,"10^-2","Bs","Bs 10^-2"
11.0000255555556,"D8",0.3623,4809,20815,8,"10^-3","Bs","Bs 10^-3"
11.0000255555556,"D9",0.2684,5150,17376,9,"10^-4","Bs","Bs 10^-4"
11.0000255555556,"D10",0.2282,5164,16814,10,"10^-5","Bs","Bs 10^-5"
11.0000255555556,"D11",0.2236,5111,16779,11,"10^-6","Bs","Bs 10^-6"
11.0000255555556,"D12",0.2239,5147,16858,12,"10^-7","Bs","Bs 10^-7"
11.0000255555556,"E1",1.5063,17259,14569,1,"10^-1","Pp","Pp 10^-1"
11.0000255555556,"E2",1.1853,9554,15880,2,"10^-2","Pp","Pp 10^-2"
11.0000255555556,"E3",0.5484,6070,16756,3,"10^-3","Pp","Pp 10^-3"
11.0000255555556,"E4",0.3571,5358,16959,4,"10^-4","Pp","Pp 10^-4"
11.0000255555556,"E5",0.3071,4992,16075,5,"10^-5","Pp","Pp 10^-5"
11.0000255555556,"E6",0.2813,5135,16877,6,"10^-6","Pp","Pp 10^-6"
11.0000255555556,"E7",0.3324,4954,18935,7,"10^-2","Bs","Bs 10^-2"
11.0000255555556,"E8",0.3964,4586,21120,8,"10^-3","Bs","Bs 10^-3"
11.0000255555556,"E9",0.4157,4361,15420,9,"10^-4","Bs","Bs 10^-4"
11.0000255555556,"E10",0.4955,3663,12413,10,"10^-5","Bs","Bs 10^-5"
11.0000255555556,"E11",0.2309,5101,16620,11,"10^-6","Bs","Bs 10^-6"
11.0000255555556,"E12",0.2246,5137,16822,12,"10^-7","Bs","Bs 10^-7"
11.0000255555556,"F1",1.525,16635,14109,1,"10^-1","Pp","Pp 10^-1"
11.0000255555556,"F2",1.07,8698,16522,2,"10^-2","Pp","Pp 10^-2"
11.0000255555556,"F3",0.5367,6123,16569,3,"10^-3","Pp","Pp 10^-3"
11.0000255555556,"F4",0.3792,5409,16663,4,"10^-4","Pp","Pp 10^-4"
11.0000255555556,"F5",0.2946,5123,16753,5,"10^-5","Pp","Pp 10^-5"
11.0000255555556,"F6",0.2821,5122,16606,6,"10^-6","Pp","Pp 10^-6"
11.0000255555556,"F7",0.3546,4991,18613,7,"10^-2","Bs","Bs 10^-2"
11.0000255555556,"F8",0.3788,4793,21003,8,"10^-3","Bs","Bs 10^-3"
11.0000255555556,"F9",0.276,4961,17001,9,"10^-4","Bs","Bs 10^-4"
11.0000255555556,"F10",0.4032,4083,13724,10,"10^-5","Bs","Bs 10^-5"
11.0000255555556,"F11",0.5526,3446,11845,11,"10^-6","Bs","Bs 10^-6"
11.0000255555556,"F12",0.225,5098,16727,12,"10^-7","Bs","Bs 10^-7"
11.0000255555556,"G1",1.3917,15641,14774,1,"10^-1","Pp","Pp 10^-1"
11.0000255555556,"G2",1.0906,9190,16202,2,"10^-2","Pp","Pp 10^-2"
11.0000255555556,"G3",0.5116,6044,16643,3,"10^-3","Pp","Pp 10^-3"
11.0000255555556,"G4",0.3123,5344,16793,4,"10^-4","Pp","Pp 10^-4"
11.0000255555556,"G5",0.2794,5212,16788,5,"10^-5","Pp","Pp 10^-5"
11.0000255555556,"G6",0.2525,5098,16711,6,"10^-6","Pp","Pp 10^-6"
11.0000255555556,"G7",0.3131,4844,18699,7,"10^-2","Bs","Bs 10^-2"
11.0000255555556,"G8",0.3998,4705,22048,8,"10^-3","Bs","Bs 10^-3"
11.0000255555556,"G9",0.2584,5014,17344,9,"10^-4","Bs","Bs 10^-4"
11.0000255555556,"G10",0.2281,5063,16813,10,"10^-5","Bs","Bs 10^-5"
11.0000255555556,"G11",0.2227,5028,16659,11,"10^-6","Bs","Bs 10^-6"
11.0000255555556,"G12",0.2236,5018,16642,12,"10^-7","Bs","Bs 10^-7"
11.0000255555556,"H1",1.3909,15451,14780,1,"10^-1","Pp","Pp 10^-1"
11.0000255555556,"H2",1.0898,9811,16171,2,"10^-2","Pp","Pp 10^-2"
11.0000255555556,"H3",0.4463,6121,16462,3,"10^-3","Pp","Pp 10^-3"
11.0000255555556,"H4",0.2664,5348,16577,4,"10^-4","Pp","Pp 10^-4"
11.0000255555556,"H5",0.2233,5089,16740,5,"10^-5","Pp","Pp 10^-5"
11.0000255555556,"H6",0.2252,5119,16881,6,"10^-6","Pp","Pp 10^-6"
11.0000255555556,"H7",0.3232,4954,18855,7,"10^-2","Bs","Bs 10^-2"
11.0000255555556,"H8",0.4326,4750,22505,8,"10^-3","Bs","Bs 10^-3"
11.0000255555556,"H9",0.2508,5039,16997,9,"10^-4","Bs","Bs 10^-4"
11.0000255555556,"H10",0.2224,5028,16495,10,"10^-5","Bs","Bs 10^-5"
11.0000255555556,"H11",0.2218,5062,16734,11,"10^-6","Bs","Bs 10^-6"
11.0000255555556,"H12",0.222,5046,16738,12,"10^-7","Bs","Bs 10^-7"
12.0000269444444,"A1",1.4816,18017,14896,1,"10^-1","Pp","Pp 10^-1"
12.0000269444444,"A2",1.2838,17861,14558,2,"10^-2","Pp","Pp 10^-2"
12.0000269444444,"A3",0.625,6948,17070,3,"10^-3","Pp","Pp 10^-3"
12.0000269444444,"A4",0.3049,5545,16786,4,"10^-4","Pp","Pp 10^-4"
12.0000269444444,"A5",0.2302,5327,16880,5,"10^-5","Pp","Pp 10^-5"
12.0000269444444,"A6",0.2203,5142,16613,6,"10^-6","Pp","Pp 10^-6"
12.0000269444444,"A7",0.3396,4929,19717,7,"10^-2","Bs","Bs 10^-2"
12.0000269444444,"A8",0.4466,4726,22780,8,"10^-3","Bs","Bs 10^-3"
12.0000269444444,"A9",0.2788,5109,17612,9,"10^-4","Bs","Bs 10^-4"
12.0000269444444,"A10",0.2285,5226,16966,10,"10^-5","Bs","Bs 10^-5"
12.0000269444444,"A11",0.2248,5194,16855,11,"10^-6","Bs","Bs 10^-6"
12.0000269444444,"A12",0.2223,5198,17013,12,"10^-7","Bs","Bs 10^-7"
12.0000269444444,"B1",1.5516,17678,14750,1,"10^-1","Pp","Pp 10^-1"
12.0000269444444,"B2",1.2132,15403,14682,2,"10^-2","Pp","Pp 10^-2"
12.0000269444444,"B3",0.6976,6944,16874,3,"10^-3","Pp","Pp 10^-3"
12.0000269444444,"B4",0.3855,5585,16751,4,"10^-4","Pp","Pp 10^-4"
12.0000269444444,"B5",0.2956,5270,16717,5,"10^-5","Pp","Pp 10^-5"
12.0000269444444,"B6",0.2284,5209,16801,6,"10^-6","Pp","Pp 10^-6"
12.0000269444444,"B7",0.3334,4967,19255,7,"10^-2","Bs","Bs 10^-2"
12.0000269444444,"B8",0.4231,4768,22959,8,"10^-3","Bs","Bs 10^-3"
12.0000269444444,"B9",0.2913,5091,17792,9,"10^-4","Bs","Bs 10^-4"
12.0000269444444,"B10",0.2303,5125,16913,10,"10^-5","Bs","Bs 10^-5"
12.0000269444444,"B11",0.2269,5189,16785,11,"10^-6","Bs","Bs 10^-6"
12.0000269444444,"B12",0.2239,5207,16886,12,"10^-7","Bs","Bs 10^-7"
12.0000269444444,"C1",1.5763,16879,14695,1,"10^-1","Pp","Pp 10^-1"
12.0000269444444,"C2",1.2332,15744,14592,2,"10^-2","Pp","Pp 10^-2"
12.0000269444444,"C3",0.709,6870,16550,3,"10^-3","Pp","Pp 10^-3"
12.0000269444444,"C4",0.3553,5578,16750,4,"10^-4","Pp","Pp 10^-4"
12.0000269444444,"C5",0.2947,5299,17026,5,"10^-5","Pp","Pp 10^-5"
12.0000269444444,"C6",0.2839,5228,16846,6,"10^-6","Pp","Pp 10^-6"
12.0000269444444,"C7",0.3406,4998,19381,7,"10^-2","Bs","Bs 10^-2"
12.0000269444444,"C8",0.3914,4797,21758,8,"10^-3","Bs","Bs 10^-3"
12.0000269444444,"C9",0.2746,5090,17473,9,"10^-4","Bs","Bs 10^-4"
12.0000269444444,"C10",0.2345,5208,17018,10,"10^-5","Bs","Bs 10^-5"
12.0000269444444,"C11",0.2314,5181,16911,11,"10^-6","Bs","Bs 10^-6"
12.0000269444444,"C12",0.2244,5189,16916,12,"10^-7","Bs","Bs 10^-7"
12.0000269444444,"D1",1.5351,17251,14761,1,"10^-1","Pp","Pp 10^-1"
12.0000269444444,"D2",1.2257,15466,14717,2,"10^-2","Pp","Pp 10^-2"
12.0000269444444,"D3",0.7032,6840,16908,3,"10^-3","Pp","Pp 10^-3"
12.0000269444444,"D4",0.4691,5529,16561,4,"10^-4","Pp","Pp 10^-4"
12.0000269444444,"D5",0.2775,5310,16894,5,"10^-5","Pp","Pp 10^-5"
12.0000269444444,"D6",0.3031,5216,16953,6,"10^-6","Pp","Pp 10^-6"
12.0000269444444,"D7",0.4376,4367,17564,7,"10^-2","Bs","Bs 10^-2"
12.0000269444444,"D8",0.3861,4840,21352,8,"10^-3","Bs","Bs 10^-3"
12.0000269444444,"D9",0.2796,5133,17818,9,"10^-4","Bs","Bs 10^-4"
12.0000269444444,"D10",0.2296,5189,16776,10,"10^-5","Bs","Bs 10^-5"
12.0000269444444,"D11",0.2237,5217,16801,11,"10^-6","Bs","Bs 10^-6"
12.0000269444444,"D12",0.2235,5168,16769,12,"10^-7","Bs","Bs 10^-7"
12.0000269444444,"E1",1.5743,18896,14701,1,"10^-1","Pp","Pp 10^-1"
12.0000269444444,"E2",1.245,14742,14732,2,"10^-2","Pp","Pp 10^-2"
12.0000269444444,"E3",0.7072,6931,16644,3,"10^-3","Pp","Pp 10^-3"
12.0000269444444,"E4",0.4051,5587,16896,4,"10^-4","Pp","Pp 10^-4"
12.0000269444444,"E5",0.3257,5125,16308,5,"10^-5","Pp","Pp 10^-5"
12.0000269444444,"E6",0.2853,5247,16840,6,"10^-6","Pp","Pp 10^-6"
12.0000269444444,"E7",0.3409,5003,19202,7,"10^-2","Bs","Bs 10^-2"
12.0000269444444,"E8",0.4129,4635,21665,8,"10^-3","Bs","Bs 10^-3"
12.0000269444444,"E9",0.4207,4424,15644,9,"10^-4","Bs","Bs 10^-4"
12.0000269444444,"E10",0.4947,3678,12433,10,"10^-5","Bs","Bs 10^-5"
12.0000269444444,"E11",0.2314,5112,16691,11,"10^-6","Bs","Bs 10^-6"
12.0000269444444,"E12",0.2242,5188,16849,12,"10^-7","Bs","Bs 10^-7"
12.0000269444444,"F1",1.5865,17575,14303,1,"10^-1","Pp","Pp 10^-1"
12.0000269444444,"F2",1.2183,14309,14563,2,"10^-2","Pp","Pp 10^-2"
12.0000269444444,"F3",0.6944,6820,16671,3,"10^-3","Pp","Pp 10^-3"
12.0000269444444,"F4",0.4275,5566,16668,4,"10^-4","Pp","Pp 10^-4"
12.0000269444444,"F5",0.3064,5264,16849,5,"10^-5","Pp","Pp 10^-5"
12.0000269444444,"F6",0.2856,5202,16541,6,"10^-6","Pp","Pp 10^-6"
12.0000269444444,"F7",0.3626,4988,18882,7,"10^-2","Bs","Bs 10^-2"
12.0000269444444,"F8",0.4084,4761,21958,8,"10^-3","Bs","Bs 10^-3"
12.0000269444444,"F9",0.2883,4995,17473,9,"10^-4","Bs","Bs 10^-4"
12.0000269444444,"F10",0.4043,4105,13731,10,"10^-5","Bs","Bs 10^-5"
12.0000269444444,"F11",0.5526,3502,11830,11,"10^-6","Bs","Bs 10^-6"
12.0000269444444,"F12",0.225,5232,16823,12,"10^-7","Bs","Bs 10^-7"
12.0000269444444,"G1",1.4541,17117,14820,1,"10^-1","Pp","Pp 10^-1"
12.0000269444444,"G2",1.1672,13659,14983,2,"10^-2","Pp","Pp 10^-2"
12.0000269444444,"G3",0.6761,6930,16743,3,"10^-3","Pp","Pp 10^-3"
12.0000269444444,"G4",0.366,5534,16678,4,"10^-4","Pp","Pp 10^-4"
12.0000269444444,"G5",0.2923,5255,16784,5,"10^-5","Pp","Pp 10^-5"
12.0000269444444,"G6",0.2554,5120,16862,6,"10^-6","Pp","Pp 10^-6"
12.0000269444444,"G7",0.3322,4826,19379,7,"10^-2","Bs","Bs 10^-2"
12.0000269444444,"G8",0.4208,4774,22842,8,"10^-3","Bs","Bs 10^-3"
12.0000269444444,"G9",0.3022,4998,18150,9,"10^-4","Bs","Bs 10^-4"
12.0000269444444,"G10",0.2296,5135,16788,10,"10^-5","Bs","Bs 10^-5"
12.0000269444444,"G11",0.2228,5124,16587,11,"10^-6","Bs","Bs 10^-6"
12.0000269444444,"G12",0.2229,5087,16730,12,"10^-7","Bs","Bs 10^-7"
12.0000269444444,"H1",1.4503,17019,14821,1,"10^-1","Pp","Pp 10^-1"
12.0000269444444,"H2",1.2134,15232,14621,2,"10^-2","Pp","Pp 10^-2"
12.0000269444444,"H3",0.5953,6978,16647,3,"10^-3","Pp","Pp 10^-3"
12.0000269444444,"H4",0.3067,5572,16712,4,"10^-4","Pp","Pp 10^-4"
12.0000269444444,"H5",0.2303,5214,16624,5,"10^-5","Pp","Pp 10^-5"
12.0000269444444,"H6",0.2252,5113,16839,6,"10^-6","Pp","Pp 10^-6"
12.0000269444444,"H7",0.3556,4916,19583,7,"10^-2","Bs","Bs 10^-2"
12.0000269444444,"H8",0.4636,4707,23509,8,"10^-3","Bs","Bs 10^-3"
12.0000269444444,"H9",0.268,5011,17333,9,"10^-4","Bs","Bs 10^-4"
12.0000269444444,"H10",0.2232,5042,16636,10,"10^-5","Bs","Bs 10^-5"
12.0000269444444,"H11",0.2216,5102,16538,11,"10^-6","Bs","Bs 10^-6"
12.0000269444444,"H12",0.222,5107,16683,12,"10^-7","Bs","Bs 10^-7"
13.0000297222222,"A1",1.5246,19268,14809,1,"10^-1","Pp","Pp 10^-1"
13.0000297222222,"A2",1.3683,14884,14708,2,"10^-2","Pp","Pp 10^-2"
13.0000297222222,"A3",0.7744,7859,16944,3,"10^-3","Pp","Pp 10^-3"
13.0000297222222,"A4",0.4051,5815,16744,4,"10^-4","Pp","Pp 10^-4"
13.0000297222222,"A5",0.2582,5398,16727,5,"10^-5","Pp","Pp 10^-5"
13.0000297222222,"A6",0.2213,5200,16662,6,"10^-6","Pp","Pp 10^-6"
13.0000297222222,"A7",0.3636,4892,20052,7,"10^-2","Bs","Bs 10^-2"
13.0000297222222,"A8",0.4666,4701,23675,8,"10^-3","Bs","Bs 10^-3"
13.0000297222222,"A9",0.3043,5047,17958,9,"10^-4","Bs","Bs 10^-4"
13.0000297222222,"A10",0.2307,5166,16848,10,"10^-5","Bs","Bs 10^-5"
13.0000297222222,"A11",0.2238,5184,16870,11,"10^-6","Bs","Bs 10^-6"
13.0000297222222,"A12",0.2231,5169,16908,12,"10^-7","Bs","Bs 10^-7"
13.0000297222222,"B1",1.574,18742,14935,1,"10^-1","Pp","Pp 10^-1"
13.0000297222222,"B2",1.4398,14540,14713,2,"10^-2","Pp","Pp 10^-2"
13.0000297222222,"B3",0.8592,7911,16878,3,"10^-3","Pp","Pp 10^-3"
13.0000297222222,"B4",0.4915,5876,16685,4,"10^-4","Pp","Pp 10^-4"
13.0000297222222,"B5",0.3272,5442,16783,5,"10^-5","Pp","Pp 10^-5"
13.0000297222222,"B6",0.23,5229,16796,6,"10^-6","Pp","Pp 10^-6"
13.0000297222222,"B7",0.3585,4939,20024,7,"10^-2","Bs","Bs 10^-2"
13.0000297222222,"B8",0.4346,4741,23346,8,"10^-3","Bs","Bs 10^-3"
13.0000297222222,"B9",0.3006,5055,17832,9,"10^-4","Bs","Bs 10^-4"
13.0000297222222,"B10",0.2344,5120,16859,10,"10^-5","Bs","Bs 10^-5"
13.0000297222222,"B11",0.2268,5174,16836,11,"10^-6","Bs","Bs 10^-6"
13.0000297222222,"B12",0.2235,5202,16726,12,"10^-7","Bs","Bs 10^-7"
13.0000297222222,"C1",1.6195,18052,14651,1,"10^-1","Pp","Pp 10^-1"
13.0000297222222,"C2",1.4579,14500,14816,2,"10^-2","Pp","Pp 10^-2"
