"well","datetime","condition","wavelength","value","time"
"G...3",2026-04-28 19:45:00,"Pp","RFP85",2627,99.6333333333333
"H...3",2026-04-28 19:45:00,"M9","RFP85",2625,99.6333333333333
"A...4",2026-04-28 19:45:00,"Bs","RFP85",3830,99.6333333333333
"B...4",2026-04-28 19:45:00,"Bs+NI","RFP85",2785,99.6333333333333
"C...4",2026-04-28 19:45:00,"NI","RFP85",2765,99.6333333333333
"D...4",2026-04-28 19:45:00,"Bs+Pp+NI","RFP85",2781,99.6333333333333
"E...4",2026-04-28 19:45:00,"Bs+Pp","RFP85",2703,99.6333333333333
"F...4",2026-04-28 19:45:00,"Pp+NI","RFP85",2679,99.6333333333333
"G...4",2026-04-28 19:45:00,"Pp","RFP85",2638,99.6333333333333
"H...4",2026-04-28 19:45:00,"M9","RFP85",2603,99.6333333333333
"A...5",2026-04-28 19:45:00,"Bs","RFP85",3977,99.6333333333333
"B...5",2026-04-28 19:45:00,"Bs+NI","RFP85",2791,99.6333333333333
"C...5",2026-04-28 19:45:00,"NI","RFP85",2756,99.6333333333333
"D...5",2026-04-28 19:45:00,"Bs+Pp+NI","RFP85",2738,99.6333333333333
"E...5",2026-04-28 19:45:00,"Bs+Pp","RFP85",2727,99.6333333333333
"F...5",2026-04-28 19:45:00,"Pp+NI","RFP85",2688,99.6333333333333
"G...5",2026-04-28 19:45:00,"Pp","RFP85",2636,99.6333333333333
"H...5",2026-04-28 19:45:00,"M9","RFP85",2617,99.6333333333333
"A...6",2026-04-28 19:45:00,"Bs","RFP85",3846,99.6333333333333
"B...6",2026-04-28 19:45:00,"Bs+NI","RFP85",2783,99.6333333333333
"C...6",2026-04-28 19:45:00,"NI","RFP85",2755,99.6333333333333
"D...6",2026-04-28 19:45:00,"Bs+Pp+NI","RFP85",2749,99.6333333333333
"E...6",2026-04-28 19:45:00,"Bs+Pp","RFP85",2713,99.6333333333333
"F...6",2026-04-28 19:45:00,"Pp+NI","RFP85",2669,99.6333333333333
"G...6",2026-04-28 19:45:00,"Pp","RFP85",2659,99.6333333333333
"H...6",2026-04-28 19:45:00,"M9","RFP85",2608,99.6333333333333
"A...7",2026-04-28 19:45:00,"Bs","RFP85",3890,99.6333333333333
"B...7",2026-04-28 19:45:00,"Bs+NI","RFP85",2746,99.6333333333333
"C...7",2026-04-28 19:45:00,"NI","RFP85",2751,99.6333333333333
"D...7",2026-04-28 19:45:00,"Bs+Pp+NI","RFP85",2735,99.6333333333333
"E...7",2026-04-28 19:45:00,"Bs+Pp","RFP85",2724,99.6333333333333
"F...7",2026-04-28 19:45:00,"Pp+NI","RFP85",2699,99.6333333333333
"G...7",2026-04-28 19:45:00,"Pp","RFP85",2662,99.6333333333333
"H...7",2026-04-28 19:45:00,"M9","RFP85",2600,99.6333333333333
"A...8",2026-04-28 19:45:00,"Bs","RFP85",3930,99.6333333333333
"B...8",2026-04-28 19:45:00,"Bs+NI","RFP85",2779,99.6333333333333
"C...8",2026-04-28 19:45:00,"NI","RFP85",2730,99.6333333333333
"D...8",2026-04-28 19:45:00,"Bs+Pp+NI","RFP85",2781,99.6333333333333
"E...8",2026-04-28 19:45:00,"Bs+Pp","RFP85",2716,99.6333333333333
"F...8",2026-04-28 19:45:00,"Pp+NI","RFP85",2703,99.6333333333333
"G...8",2026-04-28 19:45:00,"Pp","RFP85",2660,99.6333333333333
"H...8",2026-04-28 19:45:00,"M9","RFP85",2611,99.6333333333333
"A...9",2026-04-28 19:45:00,"Bs","RFP85",3965,99.6333333333333
"B...9",2026-04-28 19:45:00,"Bs+NI","RFP85",2742,99.6333333333333
"C...9",2026-04-28 19:45:00,"NI","RFP85",2737,99.6333333333333
"D...9",2026-04-28 19:45:00,"Bs+Pp+NI","RFP85",2737,99.6333333333333
"E...9",2026-04-28 19:45:00,"Bs+Pp","RFP85",2709,99.6333333333333
"F...9",2026-04-28 19:45:00,"Pp+NI","RFP85",2699,99.6333333333333
"G...9",2026-04-28 19:45:00,"Pp","RFP85",2656,99.6333333333333
"H...9",2026-04-28 19:45:00,"M9","RFP85",2615,99.6333333333333
"A...10",2026-04-28 19:45:00,"Bs","RFP85",3642,99.6333333333333
"B...10",2026-04-28 19:45:00,"Bs+NI","RFP85",2741,99.6333333333333
"C...10",2026-04-28 19:45:00,"NI","RFP85",2651,99.6333333333333
"D...10",2026-04-28 19:45:00,"Bs+Pp+NI","RFP85",2763,99.6333333333333
"E...10",2026-04-28 19:45:00,"Bs+Pp","RFP85",2703,99.6333333333333
"F...10",2026-04-28 19:45:00,"Pp+NI","RFP85",2690,99.6333333333333
"G...10",2026-04-28 19:45:00,"Pp","RFP85",2622,99.6333333333333
"H...10",2026-04-28 19:45:00,"M9","RFP85",2653,99.6333333333333
"A...11",2026-04-28 19:45:00,"Bs","RFP85",3561,99.6333333333333
"B...11",2026-04-28 19:45:00,"Bs+NI","RFP85",2710,99.6333333333333
"C...11",2026-04-28 19:45:00,"NI","RFP85",2779,99.6333333333333
"D...11",2026-04-28 19:45:00,"Bs+Pp+NI","RFP85",2774,99.6333333333333
"E...11",2026-04-28 19:45:00,"Bs+Pp","RFP85",2713,99.6333333333333
"F...11",2026-04-28 19:45:00,"Pp+NI","RFP85",2692,99.6333333333333
"G...11",2026-04-28 19:45:00,"Pp","RFP85",2653,99.6333333333333
"H...11",2026-04-28 19:45:00,"M9","RFP85",2684,99.6333333333333
"A...12",2026-04-28 19:45:00,"Bs","RFP85",3553,99.6333333333333
"B...12",2026-04-28 19:45:00,"Bs+NI","RFP85",2772,99.6333333333333
"C...12",2026-04-28 19:45:00,"NI","RFP85",2692,99.6333333333333
"D...12",2026-04-28 19:45:00,"Bs+Pp+NI","RFP85",2750,99.6333333333333
"E...12",2026-04-28 19:45:00,"Bs+Pp","RFP85",2714,99.6333333333333
"F...12",2026-04-28 19:45:00,"Pp+NI","RFP85",2720,99.6333333333333
"G...12",2026-04-28 19:45:00,"Pp","RFP85",2691,99.6333333333333
"H...12",2026-04-28 19:45:00,"M9","RFP85",2717,99.6333333333333
"A...13",2026-04-28 19:45:00,"Bs","RFP85",3475,99.6333333333333
"B...13",2026-04-28 19:45:00,"Bs+NI","RFP85",2733,99.6333333333333
"C...13",2026-04-28 19:45:00,"NI","RFP85",2738,99.6333333333333
"D...13",2026-04-28 19:45:00,"Bs+Pp+NI","RFP85",2772,99.6333333333333
"E...13",2026-04-28 19:45:00,"Bs+Pp","RFP85",2709,99.6333333333333
"F...13",2026-04-28 19:45:00,"Pp+NI","RFP85",2750,99.6333333333333
"G...13",2026-04-28 19:45:00,"Pp","RFP85",2693,99.6333333333333
"H...13",2026-04-28 19:45:00,"M9","RFP85",2725,99.6333333333333
"A...2",2026-04-28 19:45:00,"Bs","RFP90",5581,99.6333333333333
"B...2",2026-04-28 19:45:00,"Bs+NI","RFP90",4148,99.6333333333333
"C...2",2026-04-28 19:45:00,"NI","RFP90",4046,99.6333333333333
"D...2",2026-04-28 19:45:00,"Bs+Pp+NI","RFP90",4062,99.6333333333333
"E...2",2026-04-28 19:45:00,"Bs+Pp","RFP90",3999,99.6333333333333
"F...2",2026-04-28 19:45:00,"Pp+NI","RFP90",4003,99.6333333333333
"G...2",2026-04-28 19:45:00,"Pp","RFP90",3895,99.6333333333333
"H...2",2026-04-28 19:45:00,"M9","RFP90",3935,99.6333333333333
"A...3",2026-04-28 19:45:00,"Bs","RFP90",5869,99.6333333333333
"B...3",2026-04-28 19:45:00,"Bs+NI","RFP90",4109,99.6333333333333
"C...3",2026-04-28 19:45:00,"NI","RFP90",4028,99.6333333333333
"D...3",2026-04-28 19:45:00,"Bs+Pp+NI","RFP90",4125,99.6333333333333
"E...3",2026-04-28 19:45:00,"Bs+Pp","RFP90",4020,99.6333333333333
"F...3",2026-04-28 19:45:00,"Pp+NI","RFP90",4005,99.6333333333333
"G...3",2026-04-28 19:45:00,"Pp","RFP90",3915,99.6333333333333
"H...3",2026-04-28 19:45:00,"M9","RFP90",3910,99.6333333333333
"A...4",2026-04-28 19:45:00,"Bs","RFP90",5678,99.6333333333333
"B...4",2026-04-28 19:45:00,"Bs+NI","RFP90",4137,99.6333333333333
"C...4",2026-04-28 19:45:00,"NI","RFP90",4130,99.6333333333333
"D...4",2026-04-28 19:45:00,"Bs+Pp+NI","RFP90",4145,99.6333333333333
"E...4",2026-04-28 19:45:00,"Bs+Pp","RFP90",4087,99.6333333333333
"F...4",2026-04-28 19:45:00,"Pp+NI","RFP90",4049,99.6333333333333
"G...4",2026-04-28 19:45:00,"Pp","RFP90",3943,99.6333333333333
"H...4",2026-04-28 19:45:00,"M9","RFP90",3882,99.6333333333333
"A...5",2026-04-28 19:45:00,"Bs","RFP90",5929,99.6333333333333
"B...5",2026-04-28 19:45:00,"Bs+NI","RFP90",4178,99.6333333333333
"C...5",2026-04-28 19:45:00,"NI","RFP90",4173,99.6333333333333
"D...5",2026-04-28 19:45:00,"Bs+Pp+NI","RFP90",4158,99.6333333333333
"E...5",2026-04-28 19:45:00,"Bs+Pp","RFP90",4092,99.6333333333333
"F...5",2026-04-28 19:45:00,"Pp+NI","RFP90",4031,99.6333333333333
"G...5",2026-04-28 19:45:00,"Pp","RFP90",3925,99.6333333333333
"H...5",2026-04-28 19:45:00,"M9","RFP90",3923,99.6333333333333
"A...6",2026-04-28 19:45:00,"Bs","RFP90",5753,99.6333333333333
"B...6",2026-04-28 19:45:00,"Bs+NI","RFP90",4202,99.6333333333333
"C...6",2026-04-28 19:45:00,"NI","RFP90",4136,99.6333333333333
"D...6",2026-04-28 19:45:00,"Bs+Pp+NI","RFP90",4089,99.6333333333333
"E...6",2026-04-28 19:45:00,"Bs+Pp","RFP90",4077,99.6333333333333
"F...6",2026-04-28 19:45:00,"Pp+NI","RFP90",4026,99.6333333333333
"G...6",2026-04-28 19:45:00,"Pp","RFP90",3989,99.6333333333333
"H...6",2026-04-28 19:45:00,"M9","RFP90",3897,99.6333333333333
"A...7",2026-04-28 19:45:00,"Bs","RFP90",5724,99.6333333333333
"B...7",2026-04-28 19:45:00,"Bs+NI","RFP90",4118,99.6333333333333
"C...7",2026-04-28 19:45:00,"NI","RFP90",4128,99.6333333333333
"D...7",2026-04-28 19:45:00,"Bs+Pp+NI","RFP90",4087,99.6333333333333
"E...7",2026-04-28 19:45:00,"Bs+Pp","RFP90",4061,99.6333333333333
"F...7",2026-04-28 19:45:00,"Pp+NI","RFP90",4067,99.6333333333333
"G...7",2026-04-28 19:45:00,"Pp","RFP90",4016,99.6333333333333
"H...7",2026-04-28 19:45:00,"M9","RFP90",3887,99.6333333333333
"A...8",2026-04-28 19:45:00,"Bs","RFP90",5930,99.6333333333333
"B...8",2026-04-28 19:45:00,"Bs+NI","RFP90",4156,99.6333333333333
"C...8",2026-04-28 19:45:00,"NI","RFP90",4089,99.6333333333333
"D...8",2026-04-28 19:45:00,"Bs+Pp+NI","RFP90",4158,99.6333333333333
"E...8",2026-04-28 19:45:00,"Bs+Pp","RFP90",4066,99.6333333333333
"F...8",2026-04-28 19:45:00,"Pp+NI","RFP90",4038,99.6333333333333
"G...8",2026-04-28 19:45:00,"Pp","RFP90",3980,99.6333333333333
"H...8",2026-04-28 19:45:00,"M9","RFP90",3894,99.6333333333333
"A...9",2026-04-28 19:45:00,"Bs","RFP90",5892,99.6333333333333
"B...9",2026-04-28 19:45:00,"Bs+NI","RFP90",4140,99.6333333333333
"C...9",2026-04-28 19:45:00,"NI","RFP90",4103,99.6333333333333
"D...9",2026-04-28 19:45:00,"Bs+Pp+NI","RFP90",4105,99.6333333333333
"E...9",2026-04-28 19:45:00,"Bs+Pp","RFP90",4102,99.6333333333333
"F...9",2026-04-28 19:45:00,"Pp+NI","RFP90",4023,99.6333333333333
"G...9",2026-04-28 19:45:00,"Pp","RFP90",3960,99.6333333333333
"H...9",2026-04-28 19:45:00,"M9","RFP90",3920,99.6333333333333
"A...10",2026-04-28 19:45:00,"Bs","RFP90",5391,99.6333333333333
"B...10",2026-04-28 19:45:00,"Bs+NI","RFP90",4102,99.6333333333333
"C...10",2026-04-28 19:45:00,"NI","RFP90",3962,99.6333333333333
"D...10",2026-04-28 19:45:00,"Bs+Pp+NI","RFP90",4131,99.6333333333333
"E...10",2026-04-28 19:45:00,"Bs+Pp","RFP90",4078,99.6333333333333
"F...10",2026-04-28 19:45:00,"Pp+NI","RFP90",4048,99.6333333333333
"G...10",2026-04-28 19:45:00,"Pp","RFP90",3959,99.6333333333333
"H...10",2026-04-28 19:45:00,"M9","RFP90",3966,99.6333333333333
"A...11",2026-04-28 19:45:00,"Bs","RFP90",5297,99.6333333333333
"B...11",2026-04-28 19:45:00,"Bs+NI","RFP90",4030,99.6333333333333
"C...11",2026-04-28 19:45:00,"NI","RFP90",4194,99.6333333333333
"D...11",2026-04-28 19:45:00,"Bs+Pp+NI","RFP90",4134,99.6333333333333
"E...11",2026-04-28 19:45:00,"Bs+Pp","RFP90",4092,99.6333333333333
"F...11",2026-04-28 19:45:00,"Pp+NI","RFP90",4044,99.6333333333333
"G...11",2026-04-28 19:45:00,"Pp","RFP90",4025,99.6333333333333
"H...11",2026-04-28 19:45:00,"M9","RFP90",4039,99.6333333333333
"A...12",2026-04-28 19:45:00,"Bs","RFP90",5273,99.6333333333333
"B...12",2026-04-28 19:45:00,"Bs+NI","RFP90",4162,99.6333333333333
"C...12",2026-04-28 19:45:00,"NI","RFP90",4021,99.6333333333333
"D...12",2026-04-28 19:45:00,"Bs+Pp+NI","RFP90",4128,99.6333333333333
"E...12",2026-04-28 19:45:00,"Bs+Pp","RFP90",4060,99.6333333333333
"F...12",2026-04-28 19:45:00,"Pp+NI","RFP90",4084,99.6333333333333
"G...12",2026-04-28 19:45:00,"Pp","RFP90",4046,99.6333333333333
"H...12",2026-04-28 19:45:00,"M9","RFP90",4097,99.6333333333333
"A...13",2026-04-28 19:45:00,"Bs","RFP90",5210,99.6333333333333
"B...13",2026-04-28 19:45:00,"Bs+NI","RFP90",4058,99.6333333333333
"C...13",2026-04-28 19:45:00,"NI","RFP90",4105,99.6333333333333
"D...13",2026-04-28 19:45:00,"Bs+Pp+NI","RFP90",4143,99.6333333333333
"E...13",2026-04-28 19:45:00,"Bs+Pp","RFP90",4073,99.6333333333333
"F...13",2026-04-28 19:45:00,"Pp+NI","RFP90",4107,99.6333333333333
"G...13",2026-04-28 19:45:00,"Pp","RFP90",4081,99.6333333333333
"H...13",2026-04-28 19:45:00,"M9","RFP90",4108,99.6333333333333
"A...2",2026-04-30 17:42:00,"Bs","OD600",0.6013,145.583333333333
"B...2",2026-04-30 17:42:00,"Bs+NI","OD600",0.6913,145.583333333333
"C...2",2026-04-30 17:42:00,"NI","OD600",0.6532,145.583333333333
"D...2",2026-04-30 17:42:00,"Bs+Pp+NI","OD600",0.6303,145.583333333333
"E...2",2026-04-30 17:42:00,"Bs+Pp","OD600",0.5608,145.583333333333
"F...2",2026-04-30 17:42:00,"Pp+NI","OD600",0.6144,145.583333333333
"G...2",2026-04-30 17:42:00,"Pp","OD600",0.5229,145.583333333333
"H...2",2026-04-30 17:42:00,"M9","OD600",0.6785,145.583333333333
"A...3",2026-04-30 17:42:00,"Bs","OD600",0.7433,145.583333333333
"B...3",2026-04-30 17:42:00,"Bs+NI","OD600",0.6751,145.583333333333
"C...3",2026-04-30 17:42:00,"NI","OD600",0.7046,145.583333333333
"D...3",2026-04-30 17:42:00,"Bs+Pp+NI","OD600",0.6346,145.583333333333
"E...3",2026-04-30 17:42:00,"Bs+Pp","OD600",0.643,145.583333333333
"F...3",2026-04-30 17:42:00,"Pp+NI","OD600",0.5757,145.583333333333
"G...3",2026-04-30 17:42:00,"Pp","OD600",0.5551,145.583333333333
"H...3",2026-04-30 17:42:00,"M9","OD600",0.6358,145.583333333333
"A...4",2026-04-30 17:42:00,"Bs","OD600",0.6092,145.583333333333
"B...4",2026-04-30 17:42:00,"Bs+NI","OD600",0.6592,145.583333333333
"C...4",2026-04-30 17:42:00,"NI","OD600",0.6814,145.583333333333
"D...4",2026-04-30 17:42:00,"Bs+Pp+NI","OD600",0.6297,145.583333333333
"E...4",2026-04-30 17:42:00,"Bs+Pp","OD600",0.5787,145.583333333333
"F...4",2026-04-30 17:42:00,"Pp+NI","OD600",0.6079,145.583333333333
"G...4",2026-04-30 17:42:00,"Pp","OD600",0.5345,145.583333333333
"H...4",2026-04-30 17:42:00,"M9","OD600",0.7029,145.583333333333
"A...5",2026-04-30 17:42:00,"Bs","OD600",0.6659,145.583333333333
"B...5",2026-04-30 17:42:00,"Bs+NI","OD600",0.9004,145.583333333333
"C...5",2026-04-30 17:42:00,"NI","OD600",0.6909,145.583333333333
"D...5",2026-04-30 17:42:00,"Bs+Pp+NI","OD600",0.6003,145.583333333333
"E...5",2026-04-30 17:42:00,"Bs+Pp","OD600",0.6009,145.583333333333
"F...5",2026-04-30 17:42:00,"Pp+NI","OD600",0.6407,145.583333333333
"G...5",2026-04-30 17:42:00,"Pp","OD600",0.567,145.583333333333
"H...5",2026-04-30 17:42:00,"M9","OD600",0.871,145.583333333333
"A...6",2026-04-30 17:42:00,"Bs","OD600",0.6329,145.583333333333
"B...6",2026-04-30 17:42:00,"Bs+NI","OD600",0.6597,145.583333333333
"C...6",2026-04-30 17:42:00,"NI","OD600",0.7135,145.583333333333
"D...6",2026-04-30 17:42:00,"Bs+Pp+NI","OD600",0.6097,145.583333333333
"E...6",2026-04-30 17:42:00,"Bs+Pp","OD600",0.6063,145.583333333333
"F...6",2026-04-30 17:42:00,"Pp+NI","OD600",0.6537,145.583333333333
"G...6",2026-04-30 17:42:00,"Pp","OD600",0.6446,145.583333333333
"H...6",2026-04-30 17:42:00,"M9","OD600",0.6888,145.583333333333
"A...7",2026-04-30 17:42:00,"Bs","OD600",0.9383,145.583333333333
"B...7",2026-04-30 17:42:00,"Bs+NI","OD600",0.7357,145.583333333333
"C...7",2026-04-30 17:42:00,"NI","OD600",0.7309,145.583333333333
"D...7",2026-04-30 17:42:00,"Bs+Pp+NI","OD600",0.6681,145.583333333333
"E...7",2026-04-30 17:42:00,"Bs+Pp","OD600",0.6648,145.583333333333
"F...7",2026-04-30 17:42:00,"Pp+NI","OD600",0.6707,145.583333333333
"G...7",2026-04-30 17:42:00,"Pp","OD600",0.7053,145.583333333333
"H...7",2026-04-30 17:42:00,"M9","OD600",0.6238,145.583333333333
"A...8",2026-04-30 17:42:00,"Bs","OD600",0.6657,145.583333333333
"B...8",2026-04-30 17:42:00,"Bs+NI","OD600",0.7361,145.583333333333
"C...8",2026-04-30 17:42:00,"NI","OD600",0.7493,145.583333333333
"D...8",2026-04-30 17:42:00,"Bs+Pp+NI","OD600",0.6593,145.583333333333
"E...8",2026-04-30 17:42:00,"Bs+Pp","OD600",0.6852,145.583333333333
"F...8",2026-04-30 17:42:00,"Pp+NI","OD600",0.7693,145.583333333333
"G...8",2026-04-30 17:42:00,"Pp","OD600",0.695,145.583333333333
"H...8",2026-04-30 17:42:00,"M9","OD600",0.8411,145.583333333333
"A...9",2026-04-30 17:42:00,"Bs","OD600",0.679,145.583333333333
"B...9",2026-04-30 17:42:00,"Bs+NI","OD600",0.7723,145.583333333333
"C...9",2026-04-30 17:42:00,"NI","OD600",0.9181,145.583333333333
"D...9",2026-04-30 17:42:00,"Bs+Pp+NI","OD600",0.6755,145.583333333333
"E...9",2026-04-30 17:42:00,"Bs+Pp","OD600",0.6543,145.583333333333
"F...9",2026-04-30 17:42:00,"Pp+NI","OD600",0.7714,145.583333333333
"G...9",2026-04-30 17:42:00,"Pp","OD600",0.7369,145.583333333333
"H...9",2026-04-30 17:42:00,"M9","OD600",0.9082,145.583333333333
"A...10",2026-04-30 17:42:00,"Bs","OD600",0.7399,145.583333333333
"B...10",2026-04-30 17:42:00,"Bs+NI","OD600",0.7183,145.583333333333
"C...10",2026-04-30 17:42:00,"NI","OD600",0.8304,145.583333333333
"D...10",2026-04-30 17:42:00,"Bs+Pp+NI","OD600",0.7312,145.583333333333
"E...10",2026-04-30 17:42:00,"Bs+Pp","OD600",0.693,145.583333333333
"F...10",2026-04-30 17:42:00,"Pp+NI","OD600",0.8814,145.583333333333
"G...10",2026-04-30 17:42:00,"Pp","OD600",0.8431,145.583333333333
"H...10",2026-04-30 17:42:00,"M9","OD600",0.7463,145.583333333333
"A...11",2026-04-30 17:42:00,"Bs","OD600",1.2594,145.583333333333
"B...11",2026-04-30 17:42:00,"Bs+NI","OD600",0.7946,145.583333333333
"C...11",2026-04-30 17:42:00,"NI","OD600",0.842,145.583333333333
"D...11",2026-04-30 17:42:00,"Bs+Pp+NI","OD600",0.7115,145.583333333333
"E...11",2026-04-30 17:42:00,"Bs+Pp","OD600",0.7145,145.583333333333
"F...11",2026-04-30 17:42:00,"Pp+NI","OD600",0.8085,145.583333333333
"G...11",2026-04-30 17:42:00,"Pp","OD600",0.7541,145.583333333333
"H...11",2026-04-30 17:42:00,"M9","OD600",0.8561,145.583333333333
"A...12",2026-04-30 17:42:00,"Bs","OD600",0.7556,145.583333333333
"B...12",2026-04-30 17:42:00,"Bs+NI","OD600",0.7573,145.583333333333
"C...12",2026-04-30 17:42:00,"NI","OD600",0.8597,145.583333333333
"D...12",2026-04-30 17:42:00,"Bs+Pp+NI","OD600",0.7709,145.583333333333
"E...12",2026-04-30 17:42:00,"Bs+Pp","OD600",0.7213,145.583333333333
"F...12",2026-04-30 17:42:00,"Pp+NI","OD600",0.8488,145.583333333333
"G...12",2026-04-30 17:42:00,"Pp","OD600",0.7323,145.583333333333
"H...12",2026-04-30 17:42:00,"M9","OD600",0.8077,145.583333333333
"A...13",2026-04-30 17:42:00,"Bs","OD600",0.7713,145.583333333333
"B...13",2026-04-30 17:42:00,"Bs+NI","OD600",0.7178,145.583333333333
"C...13",2026-04-30 17:42:00,"NI","OD600",0.8053,145.583333333333
"D...13",2026-04-30 17:42:00,"Bs+Pp+NI","OD600",0.7948,145.583333333333
"E...13",2026-04-30 17:42:00,"Bs+Pp","OD600",0.6895,145.583333333333
"F...13",2026-04-30 17:42:00,"Pp+NI","OD600",0.7942,145.583333333333
"G...13",2026-04-30 17:42:00,"Pp","OD600",0.7398,145.583333333333
"H...13",2026-04-30 17:42:00,"M9","OD600",0.9565,145.583333333333
"A...2",2026-04-30 17:42:00,"Bs","GFP70",507,145.583333333333
"B...2",2026-04-30 17:42:00,"Bs+NI","GFP70",568,145.583333333333
"C...2",2026-04-30 17:42:00,"NI","GFP70",527,145.583333333333
"D...2",2026-04-30 17:42:00,"Bs+Pp+NI","GFP70",1492,145.583333333333
"E...2",2026-04-30 17:42:00,"Bs+Pp","GFP70",1632,145.583333333333
"F...2",2026-04-30 17:42:00,"Pp+NI","GFP70",1700,145.583333333333
"G...2",2026-04-30 17:42:00,"Pp","GFP70",1796,145.583333333333
"H...2",2026-04-30 17:42:00,"M9","GFP70",588,145.583333333333
"A...3",2026-04-30 17:42:00,"Bs","GFP70",554,145.583333333333
"B...3",2026-04-30 17:42:00,"Bs+NI","GFP70",550,145.583333333333
"C...3",2026-04-30 17:42:00,"NI","GFP70",538,145.583333333333
"D...3",2026-04-30 17:42:00,"Bs+Pp+NI","GFP70",1681,145.583333333333
"E...3",2026-04-30 17:42:00,"Bs+Pp","GFP70",1784,145.583333333333
"F...3",2026-04-30 17:42:00,"Pp+NI","GFP70",1757,145.583333333333
"G...3",2026-04-30 17:42:00,"Pp","GFP70",1661,145.583333333333
"H...3",2026-04-30 17:42:00,"M9","GFP70",612,145.583333333333
"A...4",2026-04-30 17:42:00,"Bs","GFP70",525,145.583333333333
"B...4",2026-04-30 17:42:00,"Bs+NI","GFP70",543,145.583333333333
"C...4",2026-04-30 17:42:00,"NI","GFP70",536,145.583333333333
"D...4",2026-04-30 17:42:00,"Bs+Pp+NI","GFP70",1750,145.583333333333
"E...4",2026-04-30 17:42:00,"Bs+Pp","GFP70",2104,145.583333333333
"F...4",2026-04-30 17:42:00,"Pp+NI","GFP70",1809,145.583333333333
"G...4",2026-04-30 17:42:00,"Pp","GFP70",1905,145.583333333333
"H...4",2026-04-30 17:42:00,"M9","GFP70",636,145.583333333333
"A...5",2026-04-30 17:42:00,"Bs","GFP70",584,145.583333333333
"B...5",2026-04-30 17:42:00,"Bs+NI","GFP70",1006,145.583333333333
"C...5",2026-04-30 17:42:00,"NI","GFP70",558,145.583333333333
"D...5",2026-04-30 17:42:00,"Bs+Pp+NI","GFP70",1724,145.583333333333
"E...5",2026-04-30 17:42:00,"Bs+Pp","GFP70",2092,145.583333333333
"F...5",2026-04-30 17:42:00,"Pp+NI","GFP70",1884,145.583333333333
"G...5",2026-04-30 17:42:00,"Pp","GFP70",1946,145.583333333333
"H...5",2026-04-30 17:42:00,"M9","GFP70",676,145.583333333333
"A...6",2026-04-30 17:42:00,"Bs","GFP70",553,145.583333333333
"B...6",2026-04-30 17:42:00,"Bs+NI","GFP70",581,145.583333333333
"C...6",2026-04-30 17:42:00,"NI","GFP70",573,145.583333333333
"D...6",2026-04-30 17:42:00,"Bs+Pp+NI","GFP70",1795,145.583333333333
"E...6",2026-04-30 17:42:00,"Bs+Pp","GFP70",2068,145.583333333333
"F...6",2026-04-30 17:42:00,"Pp+NI","GFP70",1901,145.583333333333
"G...6",2026-04-30 17:42:00,"Pp","GFP70",2056,145.583333333333
"H...6",2026-04-30 17:42:00,"M9","GFP70",686,145.583333333333
"A...7",2026-04-30 17:42:00,"Bs","GFP70",611,145.583333333333
"B...7",2026-04-30 17:42:00,"Bs+NI","GFP70",586,145.583333333333
"C...7",2026-04-30 17:42:00,"NI","GFP70",582,145.583333333333
"D...7",2026-04-30 17:42:00,"Bs+Pp+NI","GFP70",1809,145.583333333333
"E...7",2026-04-30 17:42:00,"Bs+Pp","GFP70",1992,145.583333333333
"F...7",2026-04-30 17:42:00,"Pp+NI","GFP70",1917,145.583333333333
"G...7",2026-04-30 17:42:00,"Pp","GFP70",2268,145.583333333333
"H...7",2026-04-30 17:42:00,"M9","GFP70",705,145.583333333333
"A...8",2026-04-30 17:42:00,"Bs","GFP70",581,145.583333333333
"B...8",2026-04-30 17:42:00,"Bs+NI","GFP70",626,145.583333333333
"C...8",2026-04-30 17:42:00,"NI","GFP70",620,145.583333333333
"D...8",2026-04-30 17:42:00,"Bs+Pp+NI","GFP70",2008,145.583333333333
"E...8",2026-04-30 17:42:00,"Bs+Pp","GFP70",2124,145.583333333333
"F...8",2026-04-30 17:42:00,"Pp+NI","GFP70",2001,145.583333333333
"G...8",2026-04-30 17:42:00,"Pp","GFP70",2280,145.583333333333
"H...8",2026-04-30 17:42:00,"M9","GFP70",749,145.583333333333
"A...9",2026-04-30 17:42:00,"Bs","GFP70",600,145.583333333333
"B...9",2026-04-30 17:42:00,"Bs+NI","GFP70",658,145.583333333333
"C...9",2026-04-30 17:42:00,"NI","GFP70",630,145.583333333333
"D...9",2026-04-30 17:42:00,"Bs+Pp+NI","GFP70",1866,145.583333333333
"E...9",2026-04-30 17:42:00,"Bs+Pp","GFP70",2106,145.583333333333
"F...9",2026-04-30 17:42:00,"Pp+NI","GFP70",2119,145.583333333333
"G...9",2026-04-30 17:42:00,"Pp","GFP70",2335,145.583333333333
"H...9",2026-04-30 17:42:00,"M9","GFP70",793,145.583333333333
"A...10",2026-04-30 17:42:00,"Bs","GFP70",617,145.583333333333
"B...10",2026-04-30 17:42:00,"Bs+NI","GFP70",661,145.583333333333
"C...10",2026-04-30 17:42:00,"NI","GFP70",635,145.583333333333
"D...10",2026-04-30 17:42:00,"Bs+Pp+NI","GFP70",1900,145.583333333333
"E...10",2026-04-30 17:42:00,"Bs+Pp","GFP70",2177,145.583333333333
"F...10",2026-04-30 17:42:00,"Pp+NI","GFP70",1806,145.583333333333
