"well","datetime","condition","wavelength","value","time"
"G...10",2026-04-30 17:42:00,"Pp","GFP70",2479,145.583333333333
"H...10",2026-04-30 17:42:00,"M9","GFP70",815,145.583333333333
"A...11",2026-04-30 17:42:00,"Bs","GFP70",668,145.583333333333
"B...11",2026-04-30 17:42:00,"Bs+NI","GFP70",679,145.583333333333
"C...11",2026-04-30 17:42:00,"NI","GFP70",652,145.583333333333
"D...11",2026-04-30 17:42:00,"Bs+Pp+NI","GFP70",1966,145.583333333333
"E...11",2026-04-30 17:42:00,"Bs+Pp","GFP70",2018,145.583333333333
"F...11",2026-04-30 17:42:00,"Pp+NI","GFP70",2413,145.583333333333
"G...11",2026-04-30 17:42:00,"Pp","GFP70",2480,145.583333333333
"H...11",2026-04-30 17:42:00,"M9","GFP70",895,145.583333333333
"A...12",2026-04-30 17:42:00,"Bs","GFP70",645,145.583333333333
"B...12",2026-04-30 17:42:00,"Bs+NI","GFP70",717,145.583333333333
"C...12",2026-04-30 17:42:00,"NI","GFP70",653,145.583333333333
"D...12",2026-04-30 17:42:00,"Bs+Pp+NI","GFP70",2111,145.583333333333
"E...12",2026-04-30 17:42:00,"Bs+Pp","GFP70",2094,145.583333333333
"F...12",2026-04-30 17:42:00,"Pp+NI","GFP70",2338,145.583333333333
"G...12",2026-04-30 17:42:00,"Pp","GFP70",984,145.583333333333
"H...12",2026-04-30 17:42:00,"M9","GFP70",918,145.583333333333
"A...13",2026-04-30 17:42:00,"Bs","GFP70",341,145.583333333333
"B...13",2026-04-30 17:42:00,"Bs+NI","GFP70",455,145.583333333333
"C...13",2026-04-30 17:42:00,"NI","GFP70",395,145.583333333333
"D...13",2026-04-30 17:42:00,"Bs+Pp+NI","GFP70",1381,145.583333333333
"E...13",2026-04-30 17:42:00,"Bs+Pp","GFP70",1435,145.583333333333
"F...13",2026-04-30 17:42:00,"Pp+NI","GFP70",2168,145.583333333333
"G...13",2026-04-30 17:42:00,"Pp","GFP70",2103,145.583333333333
"H...13",2026-04-30 17:42:00,"M9","GFP70",842,145.583333333333
"A...2",2026-04-30 17:42:00,"Bs","RFP85",3918,145.583333333333
"B...2",2026-04-30 17:42:00,"Bs+NI","RFP85",1268,145.583333333333
"C...2",2026-04-30 17:42:00,"NI","RFP85",811,145.583333333333
"D...2",2026-04-30 17:42:00,"Bs+Pp+NI","RFP85",740,145.583333333333
"E...2",2026-04-30 17:42:00,"Bs+Pp","RFP85",868,145.583333333333
"F...2",2026-04-30 17:42:00,"Pp+NI","RFP85",1267,145.583333333333
"G...2",2026-04-30 17:42:00,"Pp","RFP85",1657,145.583333333333
"H...2",2026-04-30 17:42:00,"M9","RFP85",2063,145.583333333333
"A...3",2026-04-30 17:42:00,"Bs","RFP85",4503,145.583333333333
"B...3",2026-04-30 17:42:00,"Bs+NI","RFP85",1548,145.583333333333
"C...3",2026-04-30 17:42:00,"NI","RFP85",979,145.583333333333
"D...3",2026-04-30 17:42:00,"Bs+Pp+NI","RFP85",744,145.583333333333
"E...3",2026-04-30 17:42:00,"Bs+Pp","RFP85",842,145.583333333333
"F...3",2026-04-30 17:42:00,"Pp+NI","RFP85",1223,145.583333333333
"G...3",2026-04-30 17:42:00,"Pp","RFP85",1630,145.583333333333
"H...3",2026-04-30 17:42:00,"M9","RFP85",2074,145.583333333333
"A...4",2026-04-30 17:42:00,"Bs","RFP85",5087,145.583333333333
"B...4",2026-04-30 17:42:00,"Bs+NI","RFP85",1844,145.583333333333
"C...4",2026-04-30 17:42:00,"NI","RFP85",915,145.583333333333
"D...4",2026-04-30 17:42:00,"Bs+Pp+NI","RFP85",645,145.583333333333
"E...4",2026-04-30 17:42:00,"Bs+Pp","RFP85",679,145.583333333333
"F...4",2026-04-30 17:42:00,"Pp+NI","RFP85",1090,145.583333333333
"G...4",2026-04-30 17:42:00,"Pp","RFP85",1388,145.583333333333
"H...4",2026-04-30 17:42:00,"M9","RFP85",1857,145.583333333333
"A...5",2026-04-30 17:42:00,"Bs","RFP85",4595,145.583333333333
"B...5",2026-04-30 17:42:00,"Bs+NI","RFP85",1362,145.583333333333
"C...5",2026-04-30 17:42:00,"NI","RFP85",776,145.583333333333
"D...5",2026-04-30 17:42:00,"Bs+Pp+NI","RFP85",493,145.583333333333
"E...5",2026-04-30 17:42:00,"Bs+Pp","RFP85",504,145.583333333333
"F...5",2026-04-30 17:42:00,"Pp+NI","RFP85",815,145.583333333333
"G...5",2026-04-30 17:42:00,"Pp","RFP85",1092,145.583333333333
"H...5",2026-04-30 17:42:00,"M9","RFP85",1585,145.583333333333
"A...6",2026-04-30 17:42:00,"Bs","RFP85",3264,145.583333333333
"B...6",2026-04-30 17:42:00,"Bs+NI","RFP85",1034,145.583333333333
"C...6",2026-04-30 17:42:00,"NI","RFP85",570,145.583333333333
"D...6",2026-04-30 17:42:00,"Bs+Pp+NI","RFP85",416,145.583333333333
"E...6",2026-04-30 17:42:00,"Bs+Pp","RFP85",430,145.583333333333
"F...6",2026-04-30 17:42:00,"Pp+NI","RFP85",674,145.583333333333
"G...6",2026-04-30 17:42:00,"Pp","RFP85",887,145.583333333333
"H...6",2026-04-30 17:42:00,"M9","RFP85",1085,145.583333333333
"A...7",2026-04-30 17:42:00,"Bs","RFP85",2128,145.583333333333
"B...7",2026-04-30 17:42:00,"Bs+NI","RFP85",970,145.583333333333
"C...7",2026-04-30 17:42:00,"NI","RFP85",492,145.583333333333
"D...7",2026-04-30 17:42:00,"Bs+Pp+NI","RFP85",403,145.583333333333
"E...7",2026-04-30 17:42:00,"Bs+Pp","RFP85",461,145.583333333333
"F...7",2026-04-30 17:42:00,"Pp+NI","RFP85",391,145.583333333333
"G...7",2026-04-30 17:42:00,"Pp","RFP85",492,145.583333333333
"H...7",2026-04-30 17:42:00,"M9","RFP85",779,145.583333333333
"A...8",2026-04-30 17:42:00,"Bs","RFP85",1068,145.583333333333
"B...8",2026-04-30 17:42:00,"Bs+NI","RFP85",1149,145.583333333333
"C...8",2026-04-30 17:42:00,"NI","RFP85",704,145.583333333333
"D...8",2026-04-30 17:42:00,"Bs+Pp+NI","RFP85",560,145.583333333333
"E...8",2026-04-30 17:42:00,"Bs+Pp","RFP85",754,145.583333333333
"F...8",2026-04-30 17:42:00,"Pp+NI","RFP85",430,145.583333333333
"G...8",2026-04-30 17:42:00,"Pp","RFP85",779,145.583333333333
"H...8",2026-04-30 17:42:00,"M9","RFP85",1401,145.583333333333
"A...9",2026-04-30 17:42:00,"Bs","RFP85",576,145.583333333333
"B...9",2026-04-30 17:42:00,"Bs+NI","RFP85",1937,145.583333333333
"C...9",2026-04-30 17:42:00,"NI","RFP85",650,145.583333333333
"D...9",2026-04-30 17:42:00,"Bs+Pp+NI","RFP85",715,145.583333333333
"E...9",2026-04-30 17:42:00,"Bs+Pp","RFP85",360,145.583333333333
"F...9",2026-04-30 17:42:00,"Pp+NI","RFP85",1215,145.583333333333
"G...9",2026-04-30 17:42:00,"Pp","RFP85",1593,145.583333333333
"H...9",2026-04-30 17:42:00,"M9","RFP85",2132,145.583333333333
"A...10",2026-04-30 17:42:00,"Bs","RFP85",529,145.583333333333
"B...10",2026-04-30 17:42:00,"Bs+NI","RFP85",3212,145.583333333333
"C...10",2026-04-30 17:42:00,"NI","RFP85",1262,145.583333333333
"D...10",2026-04-30 17:42:00,"Bs+Pp+NI","RFP85",618,145.583333333333
"E...10",2026-04-30 17:42:00,"Bs+Pp","RFP85",1178,145.583333333333
"F...10",2026-04-30 17:42:00,"Pp+NI","RFP85",1636,145.583333333333
"G...10",2026-04-30 17:42:00,"Pp","RFP85",2494,145.583333333333
"H...10",2026-04-30 17:42:00,"M9","RFP85",3579,145.583333333333
"A...11",2026-04-30 17:42:00,"Bs","RFP85",639,145.583333333333
"B...11",2026-04-30 17:42:00,"Bs+NI","RFP85",4804,145.583333333333
"C...11",2026-04-30 17:42:00,"NI","RFP85",1960,145.583333333333
"D...11",2026-04-30 17:42:00,"Bs+Pp+NI","RFP85",1264,145.583333333333
"E...11",2026-04-30 17:42:00,"Bs+Pp","RFP85",1317,145.583333333333
"F...11",2026-04-30 17:42:00,"Pp+NI","RFP85",2189,145.583333333333
"G...11",2026-04-30 17:42:00,"Pp","RFP85",3253,145.583333333333
"H...11",2026-04-30 17:42:00,"M9","RFP85",4199,145.583333333333
"A...12",2026-04-30 17:42:00,"Bs","RFP85",919,145.583333333333
"B...12",2026-04-30 17:42:00,"Bs+NI","RFP85",6984,145.583333333333
"C...12",2026-04-30 17:42:00,"NI","RFP85",2519,145.583333333333
"D...12",2026-04-30 17:42:00,"Bs+Pp+NI","RFP85",939,145.583333333333
"E...12",2026-04-30 17:42:00,"Bs+Pp","RFP85",538,145.583333333333
"F...12",2026-04-30 17:42:00,"Pp+NI","RFP85",213,145.583333333333
"G...12",2026-04-30 17:42:00,"Pp","RFP85",116,145.583333333333
"H...12",2026-04-30 17:42:00,"M9","RFP85",90,145.583333333333
"A...13",2026-04-30 17:42:00,"Bs","RFP85",1916,145.583333333333
"B...13",2026-04-30 17:42:00,"Bs+NI","RFP85",337,145.583333333333
"C...13",2026-04-30 17:42:00,"NI","RFP85",857,145.583333333333
"D...13",2026-04-30 17:42:00,"Bs+Pp+NI","RFP85",1447,145.583333333333
"E...13",2026-04-30 17:42:00,"Bs+Pp","RFP85",1396,145.583333333333
"F...13",2026-04-30 17:42:00,"Pp+NI","RFP85",967,145.583333333333
"G...13",2026-04-30 17:42:00,"Pp","RFP85",284,145.583333333333
"H...13",2026-04-30 17:42:00,"M9","RFP85",112,145.583333333333
"A...2",2026-04-30 17:42:00,"Bs","RFP90",5758,145.583333333333
"B...2",2026-04-30 17:42:00,"Bs+NI","RFP90",1528,145.583333333333
"C...2",2026-04-30 17:42:00,"NI","RFP90",949,145.583333333333
"D...2",2026-04-30 17:42:00,"Bs+Pp+NI","RFP90",1180,145.583333333333
"E...2",2026-04-30 17:42:00,"Bs+Pp","RFP90",1846,145.583333333333
"F...2",2026-04-30 17:42:00,"Pp+NI","RFP90",2015,145.583333333333
"G...2",2026-04-30 17:42:00,"Pp","RFP90",2561,145.583333333333
"H...2",2026-04-30 17:42:00,"M9","RFP90",3079,145.583333333333
"A...3",2026-04-30 17:42:00,"Bs","RFP90",6913,145.583333333333
"B...3",2026-04-30 17:42:00,"Bs+NI","RFP90",1902,145.583333333333
"C...3",2026-04-30 17:42:00,"NI","RFP90",1143,145.583333333333
"D...3",2026-04-30 17:42:00,"Bs+Pp+NI","RFP90",1213,145.583333333333
"E...3",2026-04-30 17:42:00,"Bs+Pp","RFP90",1763,145.583333333333
"F...3",2026-04-30 17:42:00,"Pp+NI","RFP90",1911,145.583333333333
"G...3",2026-04-30 17:42:00,"Pp","RFP90",2390,145.583333333333
"H...3",2026-04-30 17:42:00,"M9","RFP90",3121,145.583333333333
"A...4",2026-04-30 17:42:00,"Bs","RFP90",6945,145.583333333333
"B...4",2026-04-30 17:42:00,"Bs+NI","RFP90",2550,145.583333333333
"C...4",2026-04-30 17:42:00,"NI","RFP90",1036,145.583333333333
"D...4",2026-04-30 17:42:00,"Bs+Pp+NI","RFP90",1119,145.583333333333
"E...4",2026-04-30 17:42:00,"Bs+Pp","RFP90",1244,145.583333333333
"F...4",2026-04-30 17:42:00,"Pp+NI","RFP90",1735,145.583333333333
"G...4",2026-04-30 17:42:00,"Pp","RFP90",2115,145.583333333333
"H...4",2026-04-30 17:42:00,"M9","RFP90",2850,145.583333333333
"A...5",2026-04-30 17:42:00,"Bs","RFP90",4771,145.583333333333
"B...5",2026-04-30 17:42:00,"Bs+NI","RFP90",1530,145.583333333333
"C...5",2026-04-30 17:42:00,"NI","RFP90",1337,145.583333333333
"D...5",2026-04-30 17:42:00,"Bs+Pp+NI","RFP90",822,145.583333333333
"E...5",2026-04-30 17:42:00,"Bs+Pp","RFP90",780,145.583333333333
"F...5",2026-04-30 17:42:00,"Pp+NI","RFP90",1261,145.583333333333
"G...5",2026-04-30 17:42:00,"Pp","RFP90",1636,145.583333333333
"H...5",2026-04-30 17:42:00,"M9","RFP90",2388,145.583333333333
"A...6",2026-04-30 17:42:00,"Bs","RFP90",2362,145.583333333333
"B...6",2026-04-30 17:42:00,"Bs+NI","RFP90",1188,145.583333333333
"C...6",2026-04-30 17:42:00,"NI","RFP90",562,145.583333333333
"D...6",2026-04-30 17:42:00,"Bs+Pp+NI","RFP90",627,145.583333333333
"E...6",2026-04-30 17:42:00,"Bs+Pp","RFP90",665,145.583333333333
"F...6",2026-04-30 17:42:00,"Pp+NI","RFP90",1037,145.583333333333
"G...6",2026-04-30 17:42:00,"Pp","RFP90",1336,145.583333333333
"H...6",2026-04-30 17:42:00,"M9","RFP90",1631,145.583333333333
"A...7",2026-04-30 17:42:00,"Bs","RFP90",751,145.583333333333
"B...7",2026-04-30 17:42:00,"Bs+NI","RFP90",1689,145.583333333333
"C...7",2026-04-30 17:42:00,"NI","RFP90",583,145.583333333333
"D...7",2026-04-30 17:42:00,"Bs+Pp+NI","RFP90",597,145.583333333333
"E...7",2026-04-30 17:42:00,"Bs+Pp","RFP90",767,145.583333333333
"F...7",2026-04-30 17:42:00,"Pp+NI","RFP90",606,145.583333333333
"G...7",2026-04-30 17:42:00,"Pp","RFP90",733,145.583333333333
"H...7",2026-04-30 17:42:00,"M9","RFP90",1153,145.583333333333
"A...8",2026-04-30 17:42:00,"Bs","RFP90",330,145.583333333333
"B...8",2026-04-30 17:42:00,"Bs+NI","RFP90",3332,145.583333333333
"C...8",2026-04-30 17:42:00,"NI","RFP90",1037,145.583333333333
"D...8",2026-04-30 17:42:00,"Bs+Pp+NI","RFP90",929,145.583333333333
"E...8",2026-04-30 17:42:00,"Bs+Pp","RFP90",1241,145.583333333333
"F...8",2026-04-30 17:42:00,"Pp+NI","RFP90",647,145.583333333333
"G...8",2026-04-30 17:42:00,"Pp","RFP90",1158,145.583333333333
"H...8",2026-04-30 17:42:00,"M9","RFP90",1659,145.583333333333
"A...9",2026-04-30 17:42:00,"Bs","RFP90",472,145.583333333333
"B...9",2026-04-30 17:42:00,"Bs+NI","RFP90",6751,145.583333333333
"C...9",2026-04-30 17:42:00,"NI","RFP90",1097,145.583333333333
"D...9",2026-04-30 17:42:00,"Bs+Pp+NI","RFP90",1189,145.583333333333
"E...9",2026-04-30 17:42:00,"Bs+Pp","RFP90",555,145.583333333333
"F...9",2026-04-30 17:42:00,"Pp+NI","RFP90",1844,145.583333333333
"G...9",2026-04-30 17:42:00,"Pp","RFP90",2368,145.583333333333
"H...9",2026-04-30 17:42:00,"M9","RFP90",3281,145.583333333333
"A...10",2026-04-30 17:42:00,"Bs","RFP90",1457,145.583333333333
"B...10",2026-04-30 17:42:00,"Bs+NI","RFP90",9203,145.583333333333
"C...10",2026-04-30 17:42:00,"NI","RFP90",1855,145.583333333333
"D...10",2026-04-30 17:42:00,"Bs+Pp+NI","RFP90",1030,145.583333333333
"E...10",2026-04-30 17:42:00,"Bs+Pp","RFP90",1713,145.583333333333
"F...10",2026-04-30 17:42:00,"Pp+NI","RFP90",2572,145.583333333333
"G...10",2026-04-30 17:42:00,"Pp","RFP90",3727,145.583333333333
"H...10",2026-04-30 17:42:00,"M9","RFP90",5470,145.583333333333
"A...11",2026-04-30 17:42:00,"Bs","RFP90",2199,145.583333333333
"B...11",2026-04-30 17:42:00,"Bs+NI","RFP90",10341,145.583333333333
"C...11",2026-04-30 17:42:00,"NI","RFP90",2824,145.583333333333
"D...11",2026-04-30 17:42:00,"Bs+Pp+NI","RFP90",1811,145.583333333333
"E...11",2026-04-30 17:42:00,"Bs+Pp","RFP90",1960,145.583333333333
"F...11",2026-04-30 17:42:00,"Pp+NI","RFP90",3359,145.583333333333
"G...11",2026-04-30 17:42:00,"Pp","RFP90",4847,145.583333333333
"H...11",2026-04-30 17:42:00,"M9","RFP90",6394,145.583333333333
"A...12",2026-04-30 17:42:00,"Bs","RFP90",3100,145.583333333333
"B...12",2026-04-30 17:42:00,"Bs+NI","RFP90",8639,145.583333333333
"C...12",2026-04-30 17:42:00,"NI","RFP90",2924,145.583333333333
"D...12",2026-04-30 17:42:00,"Bs+Pp+NI","RFP90",849,145.583333333333
"E...12",2026-04-30 17:42:00,"Bs+Pp","RFP90",774,145.583333333333
"F...12",2026-04-30 17:42:00,"Pp+NI","RFP90",319,145.583333333333
"G...12",2026-04-30 17:42:00,"Pp","RFP90",252,145.583333333333
"H...12",2026-04-30 17:42:00,"M9","RFP90",167,145.583333333333
"A...13",2026-04-30 17:42:00,"Bs","RFP90",1221,145.583333333333
"B...13",2026-04-30 17:42:00,"Bs+NI","RFP90",697,145.583333333333
"C...13",2026-04-30 17:42:00,"NI","RFP90",1629,145.583333333333
"D...13",2026-04-30 17:42:00,"Bs+Pp+NI","RFP90",2042,145.583333333333
"E...13",2026-04-30 17:42:00,"Bs+Pp","RFP90",2057,145.583333333333
"F...13",2026-04-30 17:42:00,"Pp+NI","RFP90",1380,145.583333333333
"G...13",2026-04-30 17:42:00,"Pp","RFP90",420,145.583333333333
"H...13",2026-04-30 17:42:00,"M9","RFP90",175,145.583333333333
"A...2",2026-04-30 18:19:00,"Bs","OD600",0.4176,146.2
"B...2",2026-04-30 18:19:00,"Bs+NI","OD600",0.4749,146.2
"C...2",2026-04-30 18:19:00,"NI","OD600",0.4217,146.2
"D...2",2026-04-30 18:19:00,"Bs+Pp+NI","OD600",0.447,146.2
"E...2",2026-04-30 18:19:00,"Bs+Pp","OD600",0.3985,146.2
"F...2",2026-04-30 18:19:00,"Pp+NI","OD600",0.4321,146.2
"G...2",2026-04-30 18:19:00,"Pp","OD600",0.4233,146.2
"H...2",2026-04-30 18:19:00,"M9","OD600",0.2565,146.2
"A...3",2026-04-30 18:19:00,"Bs","OD600",0.4524,146.2
"B...3",2026-04-30 18:19:00,"Bs+NI","OD600",0.4772,146.2
"C...3",2026-04-30 18:19:00,"NI","OD600",0.4915,146.2
"D...3",2026-04-30 18:19:00,"Bs+Pp+NI","OD600",0.4011,146.2
"E...3",2026-04-30 18:19:00,"Bs+Pp","OD600",0.3818,146.2
"F...3",2026-04-30 18:19:00,"Pp+NI","OD600",0.3985,146.2
"G...3",2026-04-30 18:19:00,"Pp","OD600",0.446,146.2
"H...3",2026-04-30 18:19:00,"M9","OD600",0.2674,146.2
"A...4",2026-04-30 18:19:00,"Bs","OD600",0.3689,146.2
"B...4",2026-04-30 18:19:00,"Bs+NI","OD600",0.495,146.2
"C...4",2026-04-30 18:19:00,"NI","OD600",0.4262,146.2
"D...4",2026-04-30 18:19:00,"Bs+Pp+NI","OD600",0.4146,146.2
"E...4",2026-04-30 18:19:00,"Bs+Pp","OD600",0.3782,146.2
"F...4",2026-04-30 18:19:00,"Pp+NI","OD600",0.4376,146.2
"G...4",2026-04-30 18:19:00,"Pp","OD600",0.3948,146.2
"H...4",2026-04-30 18:19:00,"M9","OD600",0.2594,146.2
"A...5",2026-04-30 18:19:00,"Bs","OD600",0.3833,146.2
"B...5",2026-04-30 18:19:00,"Bs+NI","OD600",0.4736,146.2
"C...5",2026-04-30 18:19:00,"NI","OD600",0.4608,146.2
"D...5",2026-04-30 18:19:00,"Bs+Pp+NI","OD600",0.4411,146.2
"E...5",2026-04-30 18:19:00,"Bs+Pp","OD600",0.3736,146.2
"F...5",2026-04-30 18:19:00,"Pp+NI","OD600",0.4649,146.2
"G...5",2026-04-30 18:19:00,"Pp","OD600",0.4238,146.2
"H...5",2026-04-30 18:19:00,"M9","OD600",0.2569,146.2
"A...6",2026-04-30 18:19:00,"Bs","OD600",0.4478,146.2
"B...6",2026-04-30 18:19:00,"Bs+NI","OD600",0.4873,146.2
"C...6",2026-04-30 18:19:00,"NI","OD600",0.4846,146.2
"D...6",2026-04-30 18:19:00,"Bs+Pp+NI","OD600",0.4241,146.2
"E...6",2026-04-30 18:19:00,"Bs+Pp","OD600",0.4161,146.2
"F...6",2026-04-30 18:19:00,"Pp+NI","OD600",0.3987,146.2
"G...6",2026-04-30 18:19:00,"Pp","OD600",0.4154,146.2
"H...6",2026-04-30 18:19:00,"M9","OD600",0.2653,146.2
"A...7",2026-04-30 18:19:00,"Bs","OD600",0.4645,146.2
"B...7",2026-04-30 18:19:00,"Bs+NI","OD600",0.4623,146.2
"C...7",2026-04-30 18:19:00,"NI","OD600",0.5215,146.2
"D...7",2026-04-30 18:19:00,"Bs+Pp+NI","OD600",0.432,146.2
"E...7",2026-04-30 18:19:00,"Bs+Pp","OD600",0.38,146.2
"F...7",2026-04-30 18:19:00,"Pp+NI","OD600",0.4293,146.2
"G...7",2026-04-30 18:19:00,"Pp","OD600",0.4014,146.2
"H...7",2026-04-30 18:19:00,"M9","OD600",0.273,146.2
"A...8",2026-04-30 18:19:00,"Bs","OD600",0.4352,146.2
"B...8",2026-04-30 18:19:00,"Bs+NI","OD600",0.4574,146.2
"C...8",2026-04-30 18:19:00,"NI","OD600",0.4522,146.2
"D...8",2026-04-30 18:19:00,"Bs+Pp+NI","OD600",0.4219,146.2
"E...8",2026-04-30 18:19:00,"Bs+Pp","OD600",0.4072,146.2
"F...8",2026-04-30 18:19:00,"Pp+NI","OD600",0.4233,146.2
"G...8",2026-04-30 18:19:00,"Pp","OD600",0.4275,146.2
"H...8",2026-04-30 18:19:00,"M9","OD600",0.2662,146.2
"A...9",2026-04-30 18:19:00,"Bs","OD600",0.4608,146.2
"B...9",2026-04-30 18:19:00,"Bs+NI","OD600",0.4577,146.2
"C...9",2026-04-30 18:19:00,"NI","OD600",0.4799,146.2
"D...9",2026-04-30 18:19:00,"Bs+Pp+NI","OD600",0.4424,146.2
"E...9",2026-04-30 18:19:00,"Bs+Pp","OD600",0.4144,146.2
"F...9",2026-04-30 18:19:00,"Pp+NI","OD600",0.4308,146.2
"G...9",2026-04-30 18:19:00,"Pp","OD600",0.4175,146.2
"H...9",2026-04-30 18:19:00,"M9","OD600",0.2619,146.2
"A...10",2026-04-30 18:19:00,"Bs","OD600",0.5016,146.2
"B...10",2026-04-30 18:19:00,"Bs+NI","OD600",0.5029,146.2
"C...10",2026-04-30 18:19:00,"NI","OD600",0.4948,146.2
"D...10",2026-04-30 18:19:00,"Bs+Pp+NI","OD600",0.4466,146.2
"E...10",2026-04-30 18:19:00,"Bs+Pp","OD600",0.4298,146.2
"F...10",2026-04-30 18:19:00,"Pp+NI","OD600",0.4224,146.2
"G...10",2026-04-30 18:19:00,"Pp","OD600",0.46,146.2
"H...10",2026-04-30 18:19:00,"M9","OD600",0.2679,146.2
"A...11",2026-04-30 18:19:00,"Bs","OD600",0.5005,146.2
"B...11",2026-04-30 18:19:00,"Bs+NI","OD600",0.476,146.2
"C...11",2026-04-30 18:19:00,"NI","OD600",0.5026,146.2
"D...11",2026-04-30 18:19:00,"Bs+Pp+NI","OD600",0.4416,146.2
"E...11",2026-04-30 18:19:00,"Bs+Pp","OD600",0.4128,146.2
"F...11",2026-04-30 18:19:00,"Pp+NI","OD600",0.4451,146.2
"G...11",2026-04-30 18:19:00,"Pp","OD600",0.4183,146.2
"H...11",2026-04-30 18:19:00,"M9","OD600",0.2628,146.2
"A...12",2026-04-30 18:19:00,"Bs","OD600",0.5169,146.2
"B...12",2026-04-30 18:19:00,"Bs+NI","OD600",0.5341,146.2
"C...12",2026-04-30 18:19:00,"NI","OD600",0.5149,146.2
"D...12",2026-04-30 18:19:00,"Bs+Pp+NI","OD600",0.4235,146.2
"E...12",2026-04-30 18:19:00,"Bs+Pp","OD600",0.41,146.2
"F...12",2026-04-30 18:19:00,"Pp+NI","OD600",0.4506,146.2
"G...12",2026-04-30 18:19:00,"Pp","OD600",0.2842,146.2
"H...12",2026-04-30 18:19:00,"M9","OD600",0.2671,146.2
"A...13",2026-04-30 18:19:00,"Bs","OD600",0.5156,146.2
"B...13",2026-04-30 18:19:00,"Bs+NI","OD600",0.4882,146.2
"C...13",2026-04-30 18:19:00,"NI","OD600",0.58,146.2
"D...13",2026-04-30 18:19:00,"Bs+Pp+NI","OD600",0.466,146.2
"E...13",2026-04-30 18:19:00,"Bs+Pp","OD600",0.3982,146.2
"F...13",2026-04-30 18:19:00,"Pp+NI","OD600",0.5141,146.2
"G...13",2026-04-30 18:19:00,"Pp","OD600",0.3979,146.2
"H...13",2026-04-30 18:19:00,"M9","OD600",0.2813,146.2
"A...2",2026-04-30 18:19:00,"Bs","GFP70",1698,146.2
"B...2",2026-04-30 18:19:00,"Bs+NI","GFP70",1810,146.2
"C...2",2026-04-30 18:19:00,"NI","GFP70",1742,146.2
"D...2",2026-04-30 18:19:00,"Bs+Pp+NI","GFP70",2041,146.2
"E...2",2026-04-30 18:19:00,"Bs+Pp","GFP70",2073,146.2
"F...2",2026-04-30 18:19:00,"Pp+NI","GFP70",2087,146.2
"G...2",2026-04-30 18:19:00,"Pp","GFP70",2183,146.2
"H...2",2026-04-30 18:19:00,"M9","GFP70",1774,146.2
"A...3",2026-04-30 18:19:00,"Bs","GFP70",1669,146.2
"B...3",2026-04-30 18:19:00,"Bs+NI","GFP70",1792,146.2
"C...3",2026-04-30 18:19:00,"NI","GFP70",1778,146.2
"D...3",2026-04-30 18:19:00,"Bs+Pp+NI","GFP70",1977,146.2
"E...3",2026-04-30 18:19:00,"Bs+Pp","GFP70",2093,146.2
"F...3",2026-04-30 18:19:00,"Pp+NI","GFP70",2040,146.2
"G...3",2026-04-30 18:19:00,"Pp","GFP70",2161,146.2
"H...3",2026-04-30 18:19:00,"M9","GFP70",1765,146.2
"A...4",2026-04-30 18:19:00,"Bs","GFP70",1690,146.2
"B...4",2026-04-30 18:19:00,"Bs+NI","GFP70",1732,146.2
"C...4",2026-04-30 18:19:00,"NI","GFP70",1753,146.2
"D...4",2026-04-30 18:19:00,"Bs+Pp+NI","GFP70",2057,146.2
"E...4",2026-04-30 18:19:00,"Bs+Pp","GFP70",2050,146.2
"F...4",2026-04-30 18:19:00,"Pp+NI","GFP70",2081,146.2
"G...4",2026-04-30 18:19:00,"Pp","GFP70",2099,146.2
"H...4",2026-04-30 18:19:00,"M9","GFP70",2069,146.2
"A...5",2026-04-30 18:19:00,"Bs","GFP70",1694,146.2
"B...5",2026-04-30 18:19:00,"Bs+NI","GFP70",1769,146.2
"C...5",2026-04-30 18:19:00,"NI","GFP70",1760,146.2
"D...5",2026-04-30 18:19:00,"Bs+Pp+NI","GFP70",2040,146.2
"E...5",2026-04-30 18:19:00,"Bs+Pp","GFP70",2111,146.2
"F...5",2026-04-30 18:19:00,"Pp+NI","GFP70",2088,146.2
"G...5",2026-04-30 18:19:00,"Pp","GFP70",2153,146.2
"H...5",2026-04-30 18:19:00,"M9","GFP70",1770,146.2
"A...6",2026-04-30 18:19:00,"Bs","GFP70",1685,146.2
"B...6",2026-04-30 18:19:00,"Bs+NI","GFP70",1748,146.2
"C...6",2026-04-30 18:19:00,"NI","GFP70",1757,146.2
"D...6",2026-04-30 18:19:00,"Bs+Pp+NI","GFP70",2021,146.2
"E...6",2026-04-30 18:19:00,"Bs+Pp","GFP70",2131,146.2
"F...6",2026-04-30 18:19:00,"Pp+NI","GFP70",2010,146.2
"G...6",2026-04-30 18:19:00,"Pp","GFP70",2109,146.2
"H...6",2026-04-30 18:19:00,"M9","GFP70",1763,146.2
"A...7",2026-04-30 18:19:00,"Bs","GFP70",1613,146.2
"B...7",2026-04-30 18:19:00,"Bs+NI","GFP70",1769,146.2
"C...7",2026-04-30 18:19:00,"NI","GFP70",1754,146.2
"D...7",2026-04-30 18:19:00,"Bs+Pp+NI","GFP70",2014,146.2
"E...7",2026-04-30 18:19:00,"Bs+Pp","GFP70",2067,146.2
"F...7",2026-04-30 18:19:00,"Pp+NI","GFP70",2058,146.2
"G...7",2026-04-30 18:19:00,"Pp","GFP70",2096,146.2
